date,invoice_no,product_ids,amount,customer_id
2023-09-02,6077,"857320,954382,650502,594875",2931.0,68689
2024-04-28,6078,599438,309.0,52563
2024-04-15,6079,"151121,681639,883363,321957,941923",5304.0,44361
2024-03-18,6080,"908493,622222,450176,384915",2296.99,47064
2025-02-15,6081,"121045,769690,166253,751397,941001",53011.0,60176
2025-06-13,6082,"13811,335489",4509.0,22032
2025-04-27,6083,"253577,1022695,394254,141898",10827.1,98581
2025-03-21,6084,"529482,530897,635665,123804",7656.71,5116
2024-05-24,6085,"1033978,661839,971214",1892.0,28500
2025-01-01,6086,"241138,634708",49181.0,4361
2024-02-01,6087,"267948,695104,1032053,519098,300069",3789.0,92512
2023-12-15,6088,"516594,606344",998.0,92253
2024-08-22,6089,"632966,338360,716734",2528.0,23940
2024-06-23,6090,1055784,315.0,2821
2024-07-09,6091,"789968,501788,939198",13864.74,89202
2023-11-01,6092,"272185,120741,203800",3223.0,15557
2024-03-28,6093,"393910,733788,442575,357823",9271.0,98198
2024-09-16,6094,"291142,1009963,210620,1019516",6758.0,75913
2025-04-13,6095,505308,8176.0,62398
2024-09-10,6096,"286435,987157",1448.0,48651
2025-06-09,6097,"815502,56661",568.0,99764
2025-07-02,6098,"207284,136922,995550,723552,171394",5086.0,40278
2024-06-02,6099,"969359,297657,457414",1708.0,40892
2023-09-22,6100,"865640,973322",1098.0,2395
2024-06-27,6101,"51326,70884,406780",2710.0,6232
2025-03-13,6102,"923617,732043,143965",4182.0,15994
2023-10-16,6103,"476694,277352,76974,629667,164219",3146.0,18160
2024-11-26,6104,"297859,766505,196425",1557.0,53879
2025-01-07,6105,"995575,808898,423742,885232",10146.0,45922
2024-09-26,6106,"21488,897629",2448.0,82276
2024-06-29,6107,416150,8639.0,26478
2025-05-20,6108,940145,899.0,73849
2025-02-18,6109,"358426,133969,429582,274950,220400",10222.0,60795
2025-06-05,6110,"786057,232979,648045,805381,10290",24672.99,71389
2024-02-28,6111,"554684,344238",2218.0,36361
2025-02-09,6112,"558377,62060,1028505",9349.0,43636
2024-05-08,6113,"421459,380761,525307",1598.0,56999
2025-02-11,6114,"332237,294566,891945",4053.0,30552
2024-10-27,6115,"514412,37553,1002162",2067.0,89565
2024-01-30,6116,"843055,270584",4149.0,35807
2025-04-02,6117,"1036911,185556,889317,231564,383551",34630.0,59136
2025-06-25,6118,"116829,255581,189862,1023148",15393.03,97357
2024-11-23,6119,"360670,723948,111414,915147,1042245",5971.0,36527
2025-05-10,6120,"220951,1021102,239729,784330,482267",26203.0,38247
2025-01-30,6121,"207015,1046263,863947",2875.79,51496
2025-05-08,6122,"545961,4953",1388.0,64948
2024-01-24,6123,"957714,529251,212790",9753.24,88974
2024-06-09,6124,"902486,1068293,862326,652088",6043.0,40559
2024-03-24,6125,308157,789.0,94822
2024-07-26,6126,"203384,115325",6000.0,5549
2024-01-25,6127,"91070,894845",2998.0,51623
2023-10-09,6128,"586661,23018,354289",4745.0,71973
2024-11-09,6129,456604,929.0,1191
2024-03-13,6130,226774,21824.0,28259
2025-03-01,6131,"600042,340527,984256",2123.0,37496
2024-01-12,6132,"556607,226934,914413,600927,424566",78962.0,41201
2025-04-19,6133,"18025,483633,514666",2616.0,13920
2024-02-16,6134,"624234,222365,261950,1053985,916244",12040.3,21511
2024-11-03,6135,"213330,1053179,643191,1005344,73463",10715.0,1068
2023-10-18,6136,"873410,662306,1080172,102140",19379.0,56596
2024-05-25,6137,"316472,1016024,69760",2047.0,66200
2023-08-19,6138,"1073583,496758,496019,771680",23820.0,38261
2023-10-08,6139,"463011,270874,559116",2365.0,9737
2025-01-22,6140,"121422,909392",2105.0,74702
2025-03-15,6141,444194,999.0,56237
2024-05-27,6142,"705528,28360,785945,318674",2550.0,63651
2024-03-05,6143,"208857,912689,175763,142843,939862",5299.0,31815
2023-12-26,6144,"606270,479200,91867,69548,1073464",3106.0,41563
2025-02-27,6145,"245017,854724",1998.0,53336
2024-01-08,6146,"385181,956863,1087480,693280,539948",5404.0,2539
2023-09-07,6147,"320683,610195,528726",2902.0,9351
2023-10-06,6148,"643444,1022612",7934.48,22539
2025-07-06,6149,"145431,716091,70448,239054",11466.0,29169
2023-11-08,6150,"429604,786940,682638,1078177",9751.0,7030
2023-10-09,6151,"932467,266024,807684,894944,917267",36188.0,15020
2024-02-09,6152,"994480,840600",3445.0,32610
2025-07-16,6153,"146145,903620,564694,966723,656702",3821.0,68337
2025-01-21,6154,17431,332.0,5156
2025-07-03,6155,"742317,1034128,880262,846003,561059",8131.0,33500
2024-12-02,6156,791529,236.55,90872
2024-03-02,6157,148525,799.0,72039
2024-10-02,6158,"107390,895763,887581",3301.0,27535
2025-05-10,6159,"34572,360748,660499,319432",2896.0,43619
2025-06-25,6160,557437,299.0,44261
2025-02-15,6161,"536362,555477,1052393,307585",2248.0,91950
2023-12-07,6162,"47054,412286",3498.0,59435
2025-05-09,6163,"512926,907852,196883,818123",1297.0,79464
2024-03-02,6164,"894964,392298",778.0,87111
2024-11-22,6165,"367999,243509,269509",2208.0,66588
2024-01-18,6166,202619,1600.0,53419
2025-04-23,6167,"598723,561183,301475,638846,418347",6788.0,30088
2025-07-11,6168,"484880,371046,1075599,237242,64834",57522.0,52340
2024-09-11,6169,"671141,822979,187558",1094.0,90348
2023-09-01,6170,"511996,530105,749836",56958.0,4961
2025-04-21,6171,801080,480.0,87814
2023-08-22,6172,"733555,737095,436792",8290.0,64336
2024-08-31,6173,"264524,39360,332546,41852,676841",12107.0,62489
2024-05-08,6174,"334365,648519,296496",2517.0,26781
2024-04-18,6175,"365362,392092",878.0,3774
2024-05-11,6176,"337681,765492",21567.0,96551
2024-09-18,6177,"721165,779167,514066,644440,440972",14319.0,54254
2024-09-18,6178,"305671,410522",517.0,12338
2024-01-21,6179,"910838,496612",3038.0,90445
2024-09-11,6180,"254395,582701,31438,743032",6354.87,69966
2023-10-01,6181,"240281,569850,322351,3972",95194.0,59382
2024-03-22,6182,"752865,709034,493752,652652,143609",58492.12,16306
2024-11-10,6183,"262166,331598,192226,84882,481516",10890.72,65502
2025-01-05,6184,"377613,462857",4719.0,85304
2024-02-10,6185,"465813,623739",809.0,60281
2024-12-01,6186,"682613,752053",109297.0,43929
2025-02-14,6187,760807,121233.0,20123
2024-02-19,6188,"752813,480578,531766,1083367,680059",22185.0,46004
2023-08-17,6189,227024,50259.0,99792
2024-12-01,6190,"132911,991811,289813,359470,437501",4752.0,71954
2024-01-10,6191,"497392,927971,93453,150420,415323",3574.0,16985
2024-11-28,6192,"963105,105726,321361,360007,272943",10259.0,62727
2025-05-07,6193,"758707,805742,674487",20062.0,50654
2024-04-13,6194,713808,325.0,7933
2023-10-23,6195,"631572,803284",1215.0,95434
2025-05-25,6196,"481362,543183",2058.0,99297
2024-12-25,6197,"287814,423453,361046,955628",4497.0,46353
2024-03-17,6198,"909922,325010",2197.0,82867
2024-11-26,6199,"807216,193204",448.0,71823
2024-11-13,6200,"189860,952438,116222",3924.0,63884
2024-09-08,6201,"294573,413614,1100208,136793,126897",3667.0,74891
2024-05-06,6202,"6172,47253,150887,626560,1045689",12299.0,91066
2024-04-21,6203,729328,4999.0,55398
2024-07-22,6204,"503067,460239,647699,483107,360505",42797.24,97320
2025-08-04,6205,"575888,376103,505406,119083,714711",5810.0,630
2024-02-25,6206,"389933,292621,125943,737910,785933",6447.0,29877
2024-12-12,6207,434120,599.0,48934
2023-10-14,6208,"253861,1057315",2299.0,7899
2023-12-15,6209,"1004154,71801,333192,755868",27830.0,58160
2024-03-08,6210,"604871,863898,361194",847.0,99914
2024-12-11,6211,"534258,977839,149766,1037872,195294",2940.0,85338
2024-11-13,6212,"478300,266160,697015,730157,851719",8005.0,61161
2023-11-06,6213,"113612,83508,644724",6890.0,76882
2023-10-04,6214,"591397,1096987,880759,42326,492220",27351.0,80800
2023-08-17,6215,"258133,651658,278309",19179.37,42479
2024-02-20,6216,"1054590,590580",998.0,47641
2025-04-10,6217,"981403,1093795,821881",2181.0,49976
2025-02-21,6218,"1024419,840700,520220,690085",18845.76,19168
2023-12-19,6219,"424172,21668,452803,1085066,442393",29074.0,18576
2024-03-07,6220,"976324,1031007",1228.0,81659
2025-02-07,6221,"734166,959154,219180",11193.0,23309
2024-12-13,6222,"102548,640738",3258.0,31857
2025-06-10,6223,"232222,358618,198795,939015",53668.0,95812
2025-02-16,6224,"949613,982310,925020,86964,165637",19376.0,45166
2023-12-22,6225,"194058,507115",2097.0,81240
2024-11-29,6226,"295813,1069723,656485,1000547",4670.0,53558
2025-03-12,6227,"26141,118824,505341",13652.0,92840
2025-01-27,6228,"1071109,701892,581070,349359",15429.0,71221
2025-04-19,6229,"639284,953014",5998.0,98943
2025-05-02,6230,"820976,823900,468232,505966",4121.0,26434
2024-11-07,6231,173841,1259.0,14955
2024-03-01,6232,"202187,944969,900016,793178,669350",7244.0,53566
2024-11-01,6233,"357209,101834",46199.0,47355
2024-01-29,6234,"692708,895197,1036344,983144,329752",7330.0,71334
2024-03-30,6235,"758349,390277,353910,612478,849598",9334.0,80936
2025-04-28,6236,"731721,1088470",1415.0,2178
2024-11-11,6237,"1095184,651000",1060.0,93834
2025-07-09,6238,"165468,81558",4998.0,63357
2025-04-17,6239,"798556,535483",1548.0,48456
2023-10-04,6240,"151824,984986,1028584,840442,220356",11145.0,78244
2023-10-25,6241,"252564,822919,620704,887026",2751.0,19373
2025-01-03,6242,"15447,36380,1035249,266038",10547.0,28293
2024-06-25,6243,236055,38448.0,71512
2024-06-25,6244,"249605,169088,41470",4394.0,85210
2025-04-16,6245,"448124,694647",1848.0,83517
2024-05-12,6246,917276,404.0,59904
2025-06-17,6247,"757084,128298,731528",37305.0,55369
2023-08-30,6248,"637952,935676",1198.0,90242
2024-08-21,6249,127571,499.0,20654
2024-10-08,6250,"1042242,347388,624294,45019,205345",3820.0,11121
2023-11-29,6251,"781036,585718,112209",1931.0,20057
2023-11-22,6252,"583435,949672,998955,920349",32313.0,23734
2024-05-03,6253,812584,289.0,98754
2024-03-22,6254,403936,359.0,41512
2025-02-07,6255,"768866,347652,760937",22519.0,73452
2025-07-27,6256,658669,494.0,16911
2023-12-06,6257,1062319,1499.0,76795
2025-03-20,6258,"445891,1039148,39124,695688",2981.0,69394
2024-11-02,6259,"409086,908100,282090,951443,657153",20729.0,4430
2025-07-15,6260,"1091629,80846,838976",3656.0,20609
2025-01-18,6261,845565,1529.0,39473
2024-12-16,6262,"483145,918494,788431,1070441",16205.0,99379
2025-05-09,6263,"523702,645316,308113,999461,1019006",4980.0,37055
2025-01-25,6264,"69554,466684",798.0,69691
2023-08-12,6265,"174237,573556",1449.0,71388
2023-12-20,6266,"381643,820321,554254,333624,824928",2994.0,44182
2025-03-14,6267,"671744,589229,815963,76931",6991.0,57248
2024-09-30,6268,"551282,775965,489325,809304",3406.0,70103
2023-11-20,6269,"928985,1061658,946667,15515,81852",3175.0,47283
2023-08-18,6270,"983151,89196,974306",2397.0,87351
2025-03-09,6271,"1023764,749343,117129,473057",29412.86,55040
2024-06-27,6272,"728523,337072,199247,275559",4443.0,51072
2023-09-13,6273,"877957,608273",874.0,97853
2024-06-12,6274,"73129,116729",1998.0,10934
2024-09-29,6275,"6932,238770",12171.0,994
2024-09-25,6276,"1095863,598421,647800,520802,819438",4095.0,20675
2025-03-20,6277,"721797,945687,746770,72739,554628",125702.5,42878
2023-12-25,6278,1079201,12056.99,32579
2024-01-25,6279,"179110,633227,361602,102344",2613.0,76688
2023-10-22,6280,292955,999.0,51671
2023-10-05,6281,"640893,12224,559058,276153,1032684",7518.0,18784
2024-06-14,6282,"116122,115048",989.0,56019
2025-03-30,6283,"790296,858906",1083.0,73301
2025-01-28,6284,"223951,15348,5964",22781.0,79823
2025-01-02,6285,"549125,433757,22083",1173.0,30642
2025-03-25,6286,"854759,901339,954296,124997",5347.0,1955
2024-01-02,6287,"1102880,202286,370083,197224",5066.0,14776
2023-11-28,6288,"1036487,1047537",1048.0,54518
2024-01-03,6289,"513816,640386,966406,967205",1466.0,25369
2025-05-27,6290,"470678,508271,774716,117863,261033",3176.0,53778
2025-01-13,6291,"725366,685840,582304,434485,35373",5413.0,82444
2025-05-20,6292,"363391,286991",698.0,28795
2023-12-18,6293,138057,199.0,65245
2023-12-06,6294,"454331,398275,795905",2412.0,87623
2023-08-21,6295,"1064050,295305,598494,991746,800680",4502.0,5629
2024-01-28,6296,"1069193,279546,426217",3111.39,42781
2024-01-30,6297,"856605,617385",3294.0,31887
2024-05-04,6298,"1046573,202167,320626,712044,417817",3487.25,32655
2025-02-26,6299,"977876,63423,554336",1343.0,81916
2024-09-30,6300,403655,289.0,88547
2025-01-18,6301,"564873,978596,60207,26680,701352",4115.0,20940
2024-05-22,6302,"767939,624985,541913",2344.0,7318
2025-07-05,6303,"564686,491129,232331,256465,322458",34831.0,59062
2024-02-17,6304,"1051656,579364,901372,568874,850070",5037.0,30871
2023-09-15,6305,"1057577,1090700,778007",3897.0,37244
2025-07-09,6306,"35761,408062",1682.0,26488
2025-03-15,6307,"16603,502821,418048,674744",10359.53,90604
2025-05-02,6308,"973562,787165",738.0,26450
2024-08-21,6309,"176254,825566,294999",1548.0,44284
2023-10-12,6310,"83835,680618,84955",775.0,24478
2024-03-31,6311,"295209,70356,390050,670242",4442.0,63125
2024-01-19,6312,1043187,599.0,11271
2025-04-01,6313,"129104,282180,656319,847965",5811.0,43470
2024-05-01,6314,"58897,668536,648847",1397.0,89249
2023-12-31,6315,"383044,268272,1021832,490280,329077",4550.0,95990
2025-03-17,6316,"44141,313376,600195,371615",1026.0,60132
2025-06-20,6317,"1096344,1078056",1015.0,54018
2024-04-20,6318,"334962,154805",6098.0,78499
2024-09-23,6319,"339169,936903,648464,1007407,617716",9443.0,21027
2024-09-01,6320,"347745,272617,790793",35180.0,43402
2024-12-04,6321,"195519,787697",1903.0,2516
2024-01-31,6322,"1038018,425753,200545,460163,11924",14376.0,48943
2024-11-24,6323,"565923,203087",4099.0,25806
2024-03-19,6324,"683056,292724,487831,340140,1026590",3394.0,5951
2023-10-14,6325,"797002,727679,78166",1923.0,24236
2023-11-25,6326,1073313,298.0,46256
2024-04-24,6327,"949092,1049001,56045",2643.0,46481
2025-04-12,6328,"583279,884906,895160,457505",2676.0,59584
2023-12-26,6329,"42384,724405,210612,988903",56723.0,77510
2024-02-11,6330,30655,2199.0,19814
2024-09-15,6331,"540083,791708,986208,1056302",8021.0,85165
2024-12-15,6332,"119023,1093323,481941,483183,677549",11418.54,45658
2025-02-08,6333,"986132,699129,1092899,49016,999299",25280.0,47050
2024-11-19,6334,"601837,292139,211360",1597.0,70820
2023-08-20,6335,"957081,853210,394031,194281",7307.0,74289
2024-11-27,6336,"32008,69176",11119.0,15803
2023-09-29,6337,"708768,840555,590154,351609",5475.0,21547
2023-09-03,6338,"926636,427569,714875,805186",17245.0,10226
2023-09-14,6339,"565419,837509,416494",6410.0,90456
2024-09-28,6340,708770,544.0,86285
2025-04-05,6341,"940968,567816",866.0,47889
2023-08-13,6342,"599386,755635,40717",43908.0,54337
2024-05-06,6343,"742944,162865,220868,192841",24222.84,89984
2024-03-23,6344,"285351,135103,250620,543483,3637",3151.0,83096
2023-12-04,6345,"393007,795166",848.0,63385
2023-09-21,6346,"561371,922112,1044161,959595,554369",4558.0,30844
2024-05-30,6347,"122107,867011,200100,671462,34054",4365.0,64653
2024-01-11,6348,"867367,98590,964442,620537,928505",23727.0,94501
2023-11-29,6349,"530739,995561,336274",3743.0,32906
2025-02-15,6350,774907,499.0,3283
2024-12-31,6351,"739031,1054304,326614,798143,736183",5784.0,67930
2025-05-14,6352,999647,999.0,71228
2024-07-19,6353,"230178,349610,747449,173620,679095",46585.0,68775
2025-07-12,6354,"483328,1046699,225577,720497",25733.0,80289
2023-10-14,6355,"902313,770435,402099,592407",1012.0,34833
2024-11-13,6356,"19431,269778",1386.0,48886
2024-06-12,6357,"327073,644453,1097943",5319.0,37649
2025-02-06,6358,"790415,1051520,1053800,223548",11147.0,37823
2025-04-13,6359,"89026,939557,37454",2547.0,13512
2024-10-19,6360,"824920,750522",22023.0,50410
2023-08-21,6361,"992256,924161,290225",1144.0,25284
2023-08-29,6362,"53814,484808,107108",1718.0,73490
2024-07-09,6363,"112814,874869,120535",3358.0,56390
2024-02-19,6364,"462745,1026975",4698.0,81795
2025-06-03,6365,486373,2781.27,52749
2025-02-04,6366,"8682,808308,828634,722633",3838.0,20510
2025-06-18,6367,"958290,484652,227030",18461.0,33581
2024-09-05,6368,"6218,954797,261325,950835,465705",24845.0,93519
2023-09-28,6369,"637775,650853,847569",5946.0,88419
2025-03-27,6370,1076223,899.0,11212
2024-07-25,6371,492618,1671.0,51579
2023-10-14,6372,"72340,911477,315491,32032",2293.0,61602
2024-05-29,6373,"205391,998392,300184",19871.0,62278
2023-08-22,6374,"49373,517411",1589.85,52745
2024-05-13,6375,"793760,144850,106382,141394,993988",4321.0,60441
2024-02-14,6376,"473887,366296,1034009,367613",4356.0,17548
2025-02-07,6377,"630226,503006,172204",51319.09,23125
2023-10-11,6378,"112287,730051,818696,609106",1861.0,9229
2024-11-12,6379,272995,2568.02,51001
2025-03-21,6380,"369267,202279",3603.0,60804
2025-03-03,6381,"924929,235504,735630",74853.0,68901
2024-10-29,6382,"554072,812305,917723,416306",1350.0,5685
2023-12-10,6383,"405289,87206,436780,1101585",6655.0,92266
2025-05-23,6384,"210004,899220,559390",4297.0,41506
2024-09-10,6385,"169721,337018,171729,37983,673839",5320.0,35521
2025-03-29,6386,"153358,772161,954630,1053326,588812",5697.03,32187
2025-07-23,6387,1069455,319.0,73364
2025-01-29,6388,"564620,802483,870512",2123.0,5421
2023-12-21,6389,723025,439.91,32949
2024-02-12,6390,301857,399.0,15401
2025-07-14,6391,"820324,798760,467526,884298,395914",3467.0,4991
2025-01-14,6392,"368091,449122,917031,546327",2089.0,90965
2024-07-10,6393,"266523,14054,815341,41476,746572",13774.0,73404
2025-01-08,6394,"260249,401905,709635",1157.0,32552
2025-03-15,6395,599141,529.0,44651
2023-08-20,6396,"1036141,318335,46158,437349,583769",6285.0,27424
2023-08-19,6397,"335599,262448,839219,990552",11226.0,21855
2023-11-02,6398,"965320,902495",4870.0,17084
2024-07-03,6399,"451378,812346,979983,995276",4010.0,72177
2024-07-24,6400,"228648,117430,787017,333519",28152.0,1548
2024-07-04,6401,"421056,89372,772509,286927,474137",3502.02,92665
2024-07-19,6402,"116907,854537,594868,398715",7631.0,60623
2024-10-01,6403,"194230,409354",2013.0,27055
2024-10-12,6404,"60552,303357,973839,318094,655768",4373.0,98682
2023-10-22,6405,"954048,532716,662346,244730,361143",2734.0,8368
2025-05-03,6406,"530203,505094,201505,750802",17040.1,69361
2025-04-17,6407,"1094155,284146,1071622",1786.0,14702
2023-11-11,6408,"116805,1036518",1583.0,93141
2024-04-12,6409,"1088464,205849,810802",1117.0,49721
2024-11-12,6410,"772952,346925",2238.0,19147
2025-05-03,6411,"654027,559422,419688,621190,527968",27345.0,14825
2024-12-17,6412,"496640,635979",4856.0,25784
2024-03-28,6413,"241424,28769,181097,694040,312584",59045.0,40969
2025-04-07,6414,"750044,295891,660007,890869,240971",44601.0,28478
2023-12-03,6415,"23055,1001721",2449.0,34261
2024-12-03,6416,220991,17999.0,26486
2023-12-06,6417,747714,21824.0,80321
2023-08-21,6418,"655710,166549,746932,437017",17151.0,95498
2024-08-11,6419,954838,924.01,87797
2023-12-30,6420,"869339,104541",4178.0,90557
2024-03-01,6421,"218516,768825,804883,1043017,719739",4431.0,35270
2023-10-06,6422,"934840,520432,339404",22533.5,72180
2024-07-02,6423,"583322,891393,971069,64903,850366",2956.0,98901
2025-02-26,6424,"613449,1075712,212599,1052254,236612",31655.0,77653
2024-10-12,6425,896627,1149.0,82606
2024-05-06,6426,"897703,879335",3048.0,23131
2025-03-22,6427,"423594,304827,76866,992019,112317",2041.0,9427
2023-12-31,6428,"718525,128224,869188,88850,533940",3058.0,34016
2025-06-04,6429,"1081462,269643,1017691,1102551,682638",2290.0,1516
2025-06-18,6430,"457183,184633,283467",2094.0,58675
2023-11-06,6431,113599,229.0,22952
2023-11-30,6432,"356131,1021102,92835,950424,482884",4268.0,57438
2024-03-12,6433,"933075,689675",11489.0,33309
2023-10-27,6434,"659498,907879",1419.0,69836
2025-02-25,6435,"746317,959789,480793,254320",8592.0,82468
2025-07-21,6436,688554,1546.04,69923
2024-04-22,6437,1008580,4549.0,86611
2023-08-23,6438,"298878,1081735",953.0,35624
2025-02-21,6439,"590134,469872,311805,216695",2372.32,33534
2024-11-18,6440,"1011910,523828,863696",2793.0,44874
2025-08-04,6441,"386615,249731",948.0,68909
2024-06-17,6442,"1057560,91310,800340,209966",5787.0,37767
2024-09-10,6443,"1086335,1084256",1198.0,95246
2024-09-06,6444,"472915,724565",1598.0,72231
2024-04-19,6445,"947696,191598",2238.0,56525
2025-04-29,6446,"381727,954448",1048.0,72679
2024-01-10,6447,"577852,441435,650589,506369",11580.0,10181
2025-08-02,6448,"577687,690224,373553",3914.0,89095
2024-07-15,6449,329810,1379.0,66841
2025-05-08,6450,"448146,654798",1457.0,3528
2023-10-04,6451,"278476,375445,755568",22912.0,74676
2024-02-19,6452,320642,999.0,88178
2025-01-15,6453,"991983,249124",1098.0,31076
2025-07-31,6454,583028,499.0,46415
2023-11-23,6455,"691587,529639",7744.0,79023
2024-04-29,6456,"474286,359114,301413",1897.0,65212
2023-12-30,6457,124185,299.0,63012
2024-12-22,6458,545429,249.0,92874
2024-03-25,6459,"250336,458609,281642,306781",3980.39,56525
2024-09-30,6460,"354986,712654",794.0,58007
2024-07-02,6461,"550144,394934,289609,162636",3833.0,58732
2023-11-11,6462,"820736,911010,1037670",1790.0,81300
2023-10-20,6463,"367128,199011",1379.0,12372
2025-01-24,6464,"354750,409089,1010717,792887,727894",7291.74,62536
2023-08-22,6465,"257803,946728",2269.0,29332
2025-03-17,6466,"1034815,603926,441626,153198,367752",11704.03,60879
2025-01-13,6467,"1026299,167018",14617.67,13856
2025-05-24,6468,"663869,894835,935118,928492",7348.68,29897
2024-03-18,6469,"338042,1074958",4084.0,16304
2024-03-20,6470,"173107,665946,298349,504892,880305",4350.45,94891
2024-10-10,6471,"80393,956366,323167,441391",7877.0,72941
2024-07-29,6472,"799509,268213,163121,242543",8414.0,54699
2025-04-21,6473,"261147,217063",1722.02,75968
2024-03-17,6474,223402,280.0,12589
2024-10-16,6475,194407,188.0,97872
2025-04-12,6476,"1031010,212830,804515",2553.0,99608
2025-01-05,6477,"106713,972768",4494.0,80571
2025-03-07,6478,"729411,742385",6388.0,47063
2025-07-03,6479,248233,1499.0,80423
2024-08-17,6480,"655687,1030311,747309",17425.0,51490
2025-01-14,6481,"309353,284801,1044196,136794,1084794",4307.0,31768
2023-11-18,6482,"594497,816084,814260",2998.0,97818
2024-12-29,6483,"377585,270413,191568",1897.0,18764
2024-05-08,6484,"157477,984126,463352",2308.0,18058
2024-01-23,6485,"766437,313846,304857",1567.0,24916
2025-03-13,6486,"449078,231547",27993.0,37903
2025-02-01,6487,"397639,421848",535.0,91443
2024-01-30,6488,"374875,16171",1763.0,82420
2024-03-16,6489,"304130,65805,231436",15009.0,72628
2024-06-17,6490,"561858,213812,788865,693278",5942.0,86310
2025-06-24,6491,740513,2999.0,91133
2025-03-27,6492,"84944,54330,890511,708525,39029",6095.0,98380
2023-08-08,6493,751032,21824.0,22390
2025-07-11,6494,"982113,903884",1338.0,33960
2025-03-04,6495,"880383,231947,563383,316390",31555.0,39432
2024-09-15,6496,"215496,44618,558914,838506",4621.0,93245
2024-05-03,6497,"622641,378140,569758,86029,619468",3056.2,62267
2024-12-28,6498,"556762,753795",15387.0,55486
2023-12-01,6499,"65220,421533,846745",5137.0,21194
2025-01-29,6500,420720,189.0,34560
2024-06-29,6501,757398,13802.0,12509
2024-08-21,6502,"407224,958517,503179,892935,368940",38915.29,35294
2024-06-29,6503,"350517,757795,600455,337151",28442.0,62767
2024-10-13,6504,"1029755,727802",1198.0,50937
2023-09-24,6505,"37753,98687",5789.0,30106
2024-05-23,6506,"862186,684101,821415,723672",8627.0,78678
2025-05-26,6507,"360935,360480,514371,93098,952389",4919.0,39092
2025-02-21,6508,"10918,1006535,620098,722079,9826",11153.55,38319
2024-03-07,6509,"424400,948371,334693,687824",4836.0,12694
2024-11-11,6510,"859935,610713,52258",2811.0,18534
2023-12-04,6511,"703634,1077979,569782",1014.0,22519
2023-12-28,6512,"890499,615724",25277.0,27779
2024-02-13,6513,"33541,479031",2514.0,57785
2025-01-20,6514,998964,999.0,54579
2025-01-21,6515,"315315,1035935,769427",918.0,45477
2024-03-28,6516,"1002009,727134,364618",3441.0,24262
2025-07-10,6517,"306412,498059",2497.0,84844
2024-11-01,6518,961633,14500.0,67649
2024-11-29,6519,816825,499.0,32140
2024-08-01,6520,"781992,191945,486412",2274.73,76690
2025-02-17,6521,365744,4895.0,35263
2024-01-10,6522,138242,299.0,52918
2025-01-07,6523,"925493,98189,252453",1517.0,46261
2024-09-08,6524,"704362,873707,1050791,671266,115927",26595.81,90268
2025-02-09,6525,"695356,19096,789610,94795",3936.0,22791
2025-03-20,6526,"742887,1091039,738919,1057098",4496.0,47671
2023-11-22,6527,"348915,1084911,259349,675489,793233",4446.0,96692
2025-05-24,6528,"1059672,766337",1678.0,49145
2024-11-07,6529,"1085029,710584,16305",906.0,69045
2023-08-06,6530,"722869,674483,17628",4730.0,71622
2025-02-03,6531,1085240,539.0,11389
2024-10-19,6532,"800404,54557,1089865,249864,974466",6315.0,41537
2024-08-11,6533,"377880,258341,899055,554619,1014721",7255.0,9334
2023-11-30,6534,447456,250.0,70819
2025-03-24,6535,"448752,841883,262917,429297",3179.0,86617
2023-09-13,6536,"682685,697711,803119,1047387,268926",18230.0,29571
2025-07-14,6537,"499560,372788,573816",35292.78,5816
2024-08-07,6538,25232,299.0,41789
2024-11-15,6539,"260842,527163",62158.0,89597
2024-09-12,6540,"30513,315090,480310,7193",6786.0,35263
2025-01-10,6541,"726381,1046048,248001",2641.0,15508
2025-07-27,6542,"474030,644970,768003",1547.0,93483
2024-05-30,6543,"651826,748119,109330",28593.0,13164
2024-09-13,6544,"393891,1066044,551874,604252,276122",2033.0,11735
2024-06-10,6545,960448,349.0,86644
2024-09-20,6546,"57504,95006,5581,134039",13845.0,10339
2024-05-03,6547,"489455,258547",937.0,26921
2025-02-14,6548,"597396,966034,325409",7888.0,13402
2024-03-21,6549,"121592,763931,54585,309964,973180",26473.0,24028
2024-03-24,6550,"134355,1034915,750254",22339.0,16123
2024-02-15,6551,"74156,287497,901359,864864,939035",3643.0,60617
2024-10-17,6552,"545872,16049,211350",19002.74,38633
2024-11-13,6553,"852500,98446,536223",4168.0,23099
2025-02-23,6554,"80476,496514,5854,60408",2641.0,47505
2023-10-18,6555,"381885,774365,1087580",2294.0,13639
2024-03-07,6556,296765,431.0,96720
2024-02-11,6557,"78196,912127,725777",3177.0,48700
2025-05-20,6558,"347610,107349",1628.0,64773
2024-07-02,6559,"326869,142630",3068.0,21938
2024-02-23,6560,"868572,75137,657748",945.0,117
2024-07-18,6561,"1041195,253684,34637",4875.0,54745
2024-03-07,6562,"75582,276095,615803",12848.0,69271
2023-10-24,6563,"759079,1072088",33628.0,63987
2024-10-11,6564,"1069773,970185,903403",1587.0,6599
2023-09-26,6565,"647925,88389,47361",2647.0,21896
2024-03-18,6566,"131986,1086370",1648.0,52647
2023-10-07,6567,436483,4999.0,97909
2025-07-27,6568,"1052508,362131,592839,762623",26174.1,51311
2025-03-07,6569,854996,3999.0,79954
2024-12-10,6570,"191082,772633,421631,1024847,219316",19745.92,28720
2025-06-14,6571,"1009671,317202,449201,497184",5150.0,59361
